brand_store,product_count,review_count,median_price,median_rating,mean_rating,median_reviews_per_product,review_share
DARK WOLF,6,74,9.99,3.8,3.733333333333333,11.0,2.498158452114016e-05
MKay,6,74,,4.5,4.483333333333333,1.5,2.498158452114016e-05
NIXIUKOL,3,74,27.99,4.5,4.333333333333333,6.0,2.498158452114016e-05
ZTOP,3,74,19.99,3.4,3.3333333333333335,22.0,2.498158452114016e-05
KidTones,18,73,,3.4,3.4722222222222223,1.0,2.464399554112475e-05
Spobri,13,73,31.57,3.3,3.3923076923076922,4.0,2.464399554112475e-05
Axess,12,73,14.82,3.4,3.4,2.0,2.464399554112475e-05
Handcandy,11,73,,3.5,3.6545454545454548,5.0,2.464399554112475e-05
KOKKIA,10,73,21.244999999999997,3.0,2.95,4.5,2.464399554112475e-05
GadgetCenter,9,73,,3.3,3.3555555555555556,4.0,2.464399554112475e-05
COJOYEE,8,73,,4.1,4.1,8.0,2.464399554112475e-05
Jiunai,7,73,20.99,4.0,4.057142857142857,11.0,2.464399554112475e-05
RoadKing,6,73,59.105000000000004,3.8,3.8666666666666667,10.5,2.464399554112475e-05
JBUNION,4,73,23.99,3.9000000000000004,3.925,6.5,2.464399554112475e-05
RIYO,3,73,12.99,4.6,4.566666666666666,25.0,2.464399554112475e-05
Burxoe,13,72,,3.1,3.069230769230769,3.0,2.4306406561109344e-05
Q-YEE,12,72,,3.0,2.783333333333333,2.5,2.4306406561109344e-05
QUIKCELL,9,72,30.725,3.9,3.7666666666666666,2.0,2.4306406561109344e-05
HAMGEEN,5,72,13.99,4.0,4.0200000000000005,1.0,2.4306406561109344e-05
Moiunbead,5,72,44.99,4.0,3.88,6.0,2.4306406561109344e-05
K KAIBOAUDIO,4,72,84.0,3.45,3.55,22.0,2.4306406561109344e-05
ADUZI,3,72,15.98,3.4,3.3666666666666667,11.0,2.4306406561109344e-05
Headset Buddy,3,72,19.99,2.9,2.533333333333333,8.0,2.4306406561109344e-05
MUSEZ,3,72,,4.0,4.0,18.0,2.4306406561109344e-05
NarMoo,3,72,,3.7,3.533333333333333,25.0,2.4306406561109344e-05
AOSMAN,5,71,,3.3,2.54,19.0,2.3968817581093936e-05
ThinkWrite Technologies,5,71,29.99,4.2,4.24,12.0,2.3968817581093936e-05
Ronymarx,4,71,,3.6999999999999997,3.5749999999999997,18.5,2.3968817581093936e-05
ACP,3,71,,3.2,3.4333333333333336,19.0,2.3968817581093936e-05
ALTENG,3,71,,3.9,3.9,15.0,2.3968817581093936e-05
RYOBI,3,71,57.48,3.1,3.1999999999999997,34.0,2.3968817581093936e-05
STOON,3,71,,3.6,3.4,9.0,2.3968817581093936e-05
p.song,3,71,17.49,4.2,4.066666666666666,15.0,2.3968817581093936e-05
targeal,3,71,34.99,4.1,4.2,21.0,2.3968817581093936e-05
Waytronic,7,70,49.0,3.2,3.1999999999999997,10.0,2.363122860107853e-05
LEVETT,5,70,,4.3,4.22,10.0,2.363122860107853e-05
ROCCAT,5,70,54.99,3.5,3.4,4.0,2.363122860107853e-05
Baymic,3,70,,4.5,4.2,4.0,2.363122860107853e-05
Grain Audio,3,70,,4.2,3.8333333333333335,9.0,2.363122860107853e-05
CHEERINGARY,20,69,,3.8499999999999996,3.5450000000000004,2.5,2.329363962106312e-05
Fuixiut,6,69,10.99,3.6,3.5500000000000003,7.5,2.329363962106312e-05
Adventure Time,3,69,27.98,3.9,3.9,13.0,2.329363962106312e-05
ZAMKOL,3,69,,4.3,4.3,9.0,2.329363962106312e-05
Corefyco,48,68,,5.0,4.922916666666667,1.0,2.2956050641047713e-05
Alltrum,15,68,,3.7,3.686666666666667,2.0,2.2956050641047713e-05
Optionz,10,68,,3.1,3.44,2.5,2.2956050641047713e-05
Rubussubg,8,68,,4.6,4.574999999999999,2.0,2.2956050641047713e-05
havit,6,68,,3.3,3.4,1.5,2.2956050641047713e-05
100SEASHELL,3,68,18.99,4.2,4.066666666666666,23.0,2.2956050641047713e-05
QIANXIANG,3,68,,3.3,3.233333333333333,26.0,2.2956050641047713e-05
GNB,13,67,,3.8,3.6923076923076925,4.0,2.2618461661032305e-05
Enhon,10,67,,3.8,3.8199999999999994,5.5,2.2618461661032305e-05
Urban Beatz,10,67,67.99,3.3499999999999996,3.2,3.0,2.2618461661032305e-05
Samzuy,3,67,29.99,3.9,3.9,17.0,2.2618461661032305e-05
BoomPods,19,66,19.99,3.6,3.5894736842105264,2.0,2.2280872681016897e-05
Kenwood,14,66,19.99,4.25,3.8214285714285716,1.0,2.2280872681016897e-05
Echobox,9,66,,3.5,3.2222222222222223,2.0,2.2280872681016897e-05
Nady,7,66,10.405000000000001,3.4,2.7285714285714286,6.0,2.2280872681016897e-05
GIEC,6,66,24.99,3.55,3.5666666666666664,10.0,2.2280872681016897e-05
SXGINBT,5,66,,3.7,3.72,8.0,2.2280872681016897e-05
Nintendo,3,66,21.99,3.7,3.8333333333333335,3.0,2.2280872681016897e-05
RBH,3,66,,3.4,3.3000000000000003,18.0,2.2280872681016897e-05
seenda,3,66,27.99,4.3,4.233333333333333,7.0,2.2280872681016897e-05
RunPhones,13,65,71.465,3.8,3.4923076923076923,5.0,2.1943283701001493e-05
EEAABBR,10,65,29.49,3.6,3.5700000000000003,5.0,2.1943283701001493e-05
Sunorm,9,65,,3.7,3.4555555555555557,5.0,2.1943283701001493e-05
ENYOUW,8,65,27.985,3.4000000000000004,3.3,4.5,2.1943283701001493e-05
zenalla,5,65,39.98,4.5,3.6799999999999997,8.0,2.1943283701001493e-05
Innovelis,4,65,,3.7,3.725,12.5,2.1943283701001493e-05
Mindorlen,4,65,,3.55,3.45,16.0,2.1943283701001493e-05
cozoo,3,65,19.99,3.9,3.766666666666667,25.0,2.1943283701001493e-05
topssale,20,64,,3.9,4.05,1.5,2.1605694720986085e-05
Happy-top,10,64,8.99,4.05,4.08,4.5,2.1605694720986085e-05
Beacon Pet,8,64,47.49,3.2,3.175,2.5,2.1605694720986085e-05
TELSOR,6,64,9.99,4.05,3.883333333333333,2.0,2.1605694720986085e-05
BUBEYYIE,4,64,16.95,3.8,3.7,6.5,2.1605694720986085e-05
MAYAMA,4,64,,3.7,3.625,12.5,2.1605694720986085e-05
Alto & Bass,3,64,9.99,4.0,3.8333333333333335,21.0,2.1605694720986085e-05
Censi,3,64,,3.8,3.6999999999999997,12.0,2.1605694720986085e-05
Smartera,3,64,17.99,3.4,3.4,18.0,2.1605694720986085e-05
bonabest,3,64,25.99,4.4,4.366666666666667,22.0,2.1605694720986085e-05
NOCS,15,63,24.95,3.1,3.2933333333333334,2.0,2.1268105740970678e-05
Mizco,9,63,23.87,3.2,3.3333333333333335,5.0,2.1268105740970678e-05
EBAKIN,4,63,17.99,3.8499999999999996,3.8,7.0,2.1268105740970678e-05
Gogoing,3,63,,4.0,3.9,25.0,2.1268105740970678e-05
KeaCtzp,3,63,12.58,3.1,3.266666666666667,27.0,2.1268105740970678e-05
SUMWE,3,63,,3.8,3.8333333333333335,18.0,2.1268105740970678e-05
TUNEAKE,17,62,11.99,4.5,4.535294117647059,2.0,2.093051676095527e-05
EAROND,6,62,34.5,3.9,3.9,3.0,2.093051676095527e-05
Tumwove,5,62,,4.0,3.94,10.0,2.093051676095527e-05
Liboer,4,62,,3.85,3.9250000000000003,12.5,2.093051676095527e-05
Wewow,3,62,,3.9,4.033333333333333,19.0,2.093051676095527e-05
Boompods,11,61,39.95,3.8,3.6090909090909093,5.0,2.0592927780939862e-05
AMENON,9,61,,3.8,3.6222222222222222,1.0,2.0592927780939862e-05
Power Acoustik,8,61,29.56,3.55,3.5875,2.5,2.0592927780939862e-05
OHEDMEH,6,61,11.99,3.7,3.866666666666667,6.5,2.0592927780939862e-05
Oceovc,5,61,10.940000000000001,4.8,4.720000000000001,4.0,2.0592927780939862e-05
Gadget Gear,4,61,11.99,4.9,4.85,15.0,2.0592927780939862e-05
HAWHAFF,4,61,16.99,4.0,4.225,14.0,2.0592927780939862e-05
Honstek,4,61,,4.0,4.0,12.0,2.0592927780939862e-05
USonline911,3,61,,3.8,3.8000000000000003,25.0,2.0592927780939862e-05
ESSONIO,34,60,151.16,3.2,3.135294117647059,1.0,2.0255338800924454e-05
ATWATEC,33,60,13.99,3.0,3.0787878787878786,1.0,2.0255338800924454e-05
HIDIZS,11,60,78.99,4.1,3.9545454545454546,4.0,2.0255338800924454e-05
Altatac,6,60,17.95,3.7,3.766666666666667,10.0,2.0255338800924454e-05
Suearpost,4,60,,4.0,4.025,8.5,2.0255338800924454e-05
TOBETB,4,60,,3.65,3.575,3.5,2.0255338800924454e-05
GANUO,3,60,,3.8,3.8000000000000003,18.0,2.0255338800924454e-05
GUANGPONE,3,60,29.99,4.2,4.2,13.0,2.0255338800924454e-05
Monsters U,3,60,,3.6,3.6666666666666665,20.0,2.0255338800924454e-05
Vofolen,19,59,8.99,3.5,3.3947368421052633,2.0,1.9917749820909047e-05
IHAO,8,59,39.9,3.3499999999999996,3.05,2.5,1.9917749820909047e-05
MODAL,7,59,,3.8,3.6571428571428575,1.0,1.9917749820909047e-05
Tonfarb,6,59,16.99,4.0,3.8000000000000003,9.0,1.9917749820909047e-05
HaRuion,5,59,,3.9,3.94,12.0,1.9917749820909047e-05
Décor Craft Inc.,4,59,,3.6500000000000004,3.475,5.0,1.9917749820909047e-05
SCDWireless,25,58,16.99,3.4,3.1639999999999997,1.0,1.958016084089364e-05
Supersonic,24,58,9.97,2.6500000000000004,2.65,2.0,1.958016084089364e-05
Farrinne,8,58,,3.1500000000000004,3.2125,6.5,1.958016084089364e-05
MGGZXR,8,58,22.93,3.95,3.875,6.5,1.958016084089364e-05
MobiFren,8,58,,3.3499999999999996,2.85,7.0,1.958016084089364e-05
muscleboon,8,58,,4.3,4.2625,5.0,1.958016084089364e-05
GPEESTRAC,4,58,,4.199999999999999,3.975,6.5,1.958016084089364e-05
ONVOCAL,4,58,,3.5,3.275,9.0,1.958016084089364e-05
Ortizan,4,58,29.99,4.1,4.175,6.5,1.958016084089364e-05
AutumnFall,3,58,,4.0,4.033333333333333,13.0,1.958016084089364e-05
SOUNDLOGIC,11,57,19.95,3.5,3.627272727272727,4.0,1.924257186087823e-05
Braven,7,57,16.95,3.7,3.6142857142857143,8.0,1.924257186087823e-05
AO,5,57,29.85,4.1,4.06,11.0,1.924257186087823e-05
LINHUIPAD,5,57,7.99,3.7,3.66,9.0,1.924257186087823e-05
MAVRS,5,57,,3.7,3.8,6.0,1.924257186087823e-05
AudioMX,4,57,,3.45,3.575,15.0,1.924257186087823e-05
Zalman,4,57,,3.1,3.0250000000000004,2.0,1.924257186087823e-05
CHNYBQT,3,57,25.99,3.6,3.5,20.0,1.924257186087823e-05
Funko,3,57,29.99,4.5,4.3,5.0,1.924257186087823e-05
Pokemon,3,57,,4.1,4.033333333333333,26.0,1.924257186087823e-05
SQRMINI,3,57,19.99,3.7,3.6666666666666665,16.0,1.924257186087823e-05
YOOKIE,17,56,,3.4,3.3941176470588235,2.0,1.8904982880862823e-05
COWON,11,56,51.5,3.9,3.7454545454545456,2.0,1.8904982880862823e-05
EINSKEY,11,56,199.0,3.4,3.3818181818181823,3.0,1.8904982880862823e-05
PHONIL,11,56,16.99,3.5,3.3272727272727276,1.0,1.8904982880862823e-05
EUKYMR,8,56,,3.15,3.2874999999999996,6.0,1.8904982880862823e-05
CioDat,6,56,22.8,3.8,3.733333333333333,2.0,1.8904982880862823e-05
EXMAX,6,56,12.99,4.0,4.116666666666666,6.0,1.8904982880862823e-05
Tonicstar,6,56,,4.0,3.733333333333333,7.0,1.8904982880862823e-05
Calhuber,4,56,19.65,4.4,4.35,14.5,1.8904982880862823e-05
Funsnow,4,56,,3.6,3.275,5.0,1.8904982880862823e-05
Klip xtreme,16,55,,4.05,3.875,2.0,1.8567393900847416e-05
LTXHorde,13,55,,3.9,3.838461538461538,2.0,1.8567393900847416e-05
Probass,10,55,,3.75,3.6,5.0,1.8567393900847416e-05
2BOOM,8,55,18.0,3.0,3.1875,5.0,1.8567393900847416e-05
Senlee,8,55,21.49,4.4,4.4,3.0,1.8567393900847416e-05
TOMANTEK,8,55,,3.25,3.25,4.0,1.8567393900847416e-05
JIES,7,55,,3.8,3.7142857142857144,7.0,1.8567393900847416e-05
Plugged,6,55,,3.8,3.4499999999999997,1.0,1.8567393900847416e-05
My Little Pony,5,55,,3.4,3.5799999999999996,11.0,1.8567393900847416e-05
Crislan,4,55,,3.4000000000000004,3.4,14.0,1.8567393900847416e-05
VZ SPORT MATE,4,55,19.99,3.7,3.675,13.0,1.8567393900847416e-05
Lalaloopsy,3,55,,4.2,4.2,16.0,1.8567393900847416e-05
Parkido,3,55,,3.4,3.4,22.0,1.8567393900847416e-05
SIMJAR,3,55,14.99,4.6,4.566666666666666,21.0,1.8567393900847416e-05
TECTOKA,3,55,,4.0,4.0,10.0,1.8567393900847416e-05
CVJ,24,54,20.99,4.05,3.9875000000000003,2.0,1.8229804920832008e-05
QFX,21,54,,2.7,2.7952380952380955,1.0,1.8229804920832008e-05
SteelSeries,9,54,91.37,3.6,3.388888888888889,3.0,1.8229804920832008e-05
COREMEE GIIK,7,54,13.99,3.6,3.585714285714286,4.0,1.8229804920832008e-05
DIZO,6,54,,4.0,3.966666666666667,7.5,1.8229804920832008e-05
IBLINK,6,54,,3.25,3.3166666666666664,9.5,1.8229804920832008e-05
Tech2Go,6,54,14.96,3.6500000000000004,3.6833333333333336,4.5,1.8229804920832008e-05
BBS,4,54,,3.45,3.45,10.0,1.8229804920832008e-05
Moxil,12,53,,3.4,3.466666666666667,3.0,1.78922159408166e-05
Aictoe,10,53,18.395,2.8,3.01,3.5,1.78922159408166e-05
Auria,10,53,,2.55,2.5300000000000002,3.0,1.78922159408166e-05
HP,10,53,49.99,3.85,3.7700000000000005,2.0,1.78922159408166e-05
Astrotec,8,53,230.64,3.75,3.95,2.5,1.78922159408166e-05
Gogailen,6,53,79.95,3.85,3.9000000000000004,5.5,1.78922159408166e-05
BNCHI,4,53,,4.1,4.1,14.0,1.78922159408166e-05
Rhapsody & Mogan,4,53,,3.05,3.05,12.5,1.78922159408166e-05
Sleek Audio,4,53,,3.2,3.35,11.5,1.78922159408166e-05
Blue,3,53,249.59,3.5,3.3666666666666667,3.0,1.78922159408166e-05
Little Helpers,3,53,17.99,4.5,4.3999999999999995,15.0,1.78922159408166e-05
TONCO,3,53,,3.5,3.6333333333333333,10.0,1.78922159408166e-05
Ayaeri,7,52,,4.0,3.8714285714285714,3.0,1.7554626960801192e-05
Lady house Kindpack,7,52,48.99,3.5,3.1999999999999997,7.0,1.7554626960801192e-05
DEVICEMATE,6,52,,3.1,3.216666666666667,3.5,1.7554626960801192e-05
VXi,6,52,14.99,3.6,3.6833333333333336,3.0,1.7554626960801192e-05
CCM,5,52,,3.4,3.38,5.0,1.7554626960801192e-05
Gihery,5,52,,3.9,3.88,9.0,1.7554626960801192e-05
Tribeca,5,52,,3.9,3.94,5.0,1.7554626960801192e-05
ZIDLI,5,52,,5.0,4.26,2.0,1.7554626960801192e-05
Link Dream,4,52,15.99,4.4,4.4750000000000005,10.5,1.7554626960801192e-05
OSTRY,4,52,99.99,3.4,3.675,9.5,1.7554626960801192e-05
ENJOY-UNIQUE,3,52,20.99,4.0,4.033333333333334,25.0,1.7554626960801192e-05
Earplus,3,52,,3.7,3.6,10.0,1.7554626960801192e-05
Fat Catalog,3,52,,3.1,3.0666666666666664,23.0,1.7554626960801192e-05
TechGarden,3,52,,3.9,3.8666666666666667,18.0,1.7554626960801192e-05
Tweedz Braided Headphones,3,52,,3.4,3.3666666666666667,18.0,1.7554626960801192e-05
uoeos,3,52,29.99,4.4,4.4,2.0,1.7554626960801192e-05
Besiva,9,51,,3.4,3.433333333333333,3.0,1.7217037980785785e-05
Oct17,8,51,,3.35,3.3625000000000003,5.0,1.7217037980785785e-05
EPOS,6,51,164.96,3.35,3.3000000000000003,7.5,1.7217037980785785e-05
APG,4,51,2.49,2.8,3.05,1.5,1.7217037980785785e-05
Beyn,4,51,,2.95,2.85,8.0,1.7217037980785785e-05
Lunjee,4,51,14.0,3.6,3.4000000000000004,13.5,1.7217037980785785e-05
OMNIGATES,4,51,,3.6500000000000004,3.75,9.5,1.7217037980785785e-05
ASUS,3,51,69.99,4.1,3.5666666666666664,12.0,1.7217037980785785e-05
AudioQuest,3,51,549.95,4.5,4.333333333333333,23.0,1.7217037980785785e-05
DyBaxa,3,51,17.49,4.4,4.466666666666667,8.0,1.7217037980785785e-05
Little Lucky,3,51,13.49,3.8,3.766666666666667,16.0,1.7217037980785785e-05
VITAVELAAA,3,51,7.99,3.4,3.3333333333333335,11.0,1.7217037980785785e-05
Wieppo,3,51,,3.8,3.8333333333333335,17.0,1.7217037980785785e-05
Ecko,16,50,9.99,4.0,3.5625,2.0,1.6879449000770377e-05
Hyyeosd,8,50,24.99,4.050000000000001,4.0125,3.0,1.6879449000770377e-05
Fender,7,50,124.99,3.9,3.814285714285714,7.0,1.6879449000770377e-05
Yurlgst,6,50,28.99,4.4,4.4,6.0,1.6879449000770377e-05
Conduction Labs,5,50,49.95,3.4,3.3600000000000003,10.0,1.6879449000770377e-05
FIRSTEC,5,50,,3.2,3.5,5.0,1.6879449000770377e-05
KKstorm,5,50,24.305,3.9,3.9200000000000004,7.0,1.6879449000770377e-05
GODCRYSTAL,4,50,9.49,3.85,3.425,8.0,1.6879449000770377e-05
Maverick,4,50,,3.45,3.3,8.0,1.6879449000770377e-05
ATAIRSOFT,3,50,38.98,4.0,3.9333333333333336,2.0,1.6879449000770377e-05
TomTom,3,50,19.99,4.1,4.1,8.0,1.6879449000770377e-05
2PO,9,49,,4.2,4.2555555555555555,6.0,1.654186002075497e-05
Vdreamp,7,49,,3.8,3.7857142857142856,3.0,1.654186002075497e-05
houshu,7,49,,3.3,3.357142857142857,7.0,1.654186002075497e-05
Mackie,6,49,126.0,4.5,4.466666666666667,9.0,1.654186002075497e-05
Tuisy,6,49,,3.3,3.35,6.0,1.654186002075497e-05
Acode,5,49,,3.1,3.0200000000000005,13.0,1.654186002075497e-05
JTD,5,49,12.99,3.3,3.28,3.0,1.654186002075497e-05
jntworld,5,49,,3.6,3.4200000000000004,7.0,1.654186002075497e-05
FAMETEK,3,49,,3.6,3.6666666666666665,19.0,1.654186002075497e-05
Tianeer,3,49,24.99,4.3,4.3999999999999995,13.0,1.654186002075497e-05
ULDUM,20,48,,3.95,3.7,2.0,1.620427104073956e-05
I LUV LTD,14,48,,3.6500000000000004,3.6285714285714286,3.0,1.620427104073956e-05
Genius,8,48,28.31,3.4000000000000004,3.4375,3.5,1.620427104073956e-05
YLFASHION,7,48,21.49,4.1,4.142857142857143,2.0,1.620427104073956e-05
Louise & Mann,4,48,28.99,4.4,4.375,8.0,1.620427104073956e-05
MonAdd,4,48,26.990000000000002,3.8499999999999996,4.05,6.5,1.620427104073956e-05
Philmore,4,48,6.225,3.8,3.4749999999999996,3.5,1.620427104073956e-05
WFOELVR,4,48,13.99,3.5,3.55,13.5,1.620427104073956e-05
ERNSITNG,3,48,25.99,4.3,4.266666666666667,21.0,1.620427104073956e-05
ZXQ,3,48,13.99,3.9,3.9333333333333336,6.0,1.620427104073956e-05
liuhong,3,48,,4.4,4.3999999999999995,18.0,1.620427104073956e-05
VoTusn,12,47,,2.0,2.2916666666666665,4.0,1.5866682060724157e-05
Wireless Solutions,12,47,8.49,3.0,2.7416666666666667,1.5,1.5866682060724157e-05
l'aise vie,12,47,,4.3,4.233333333333333,3.0,1.5866682060724157e-05
iQualTech,9,47,,3.3,3.088888888888889,5.0,1.5866682060724157e-05
JOYSILIN,7,47,27.43,4.1,3.7714285714285714,5.0,1.5866682060724157e-05
EGNARO SOUNDS,6,47,44.0,3.7,3.8000000000000003,7.5,1.5866682060724157e-05
Phonak,6,47,,3.2,3.4333333333333336,4.0,1.5866682060724157e-05
GIGAWARE,4,47,,3.05,3.1,9.0,1.5866682060724157e-05
EARTEANA,3,47,28.03,3.7,3.1999999999999997,1.0,1.5866682060724157e-05
Ephone,3,47,,3.2,3.2000000000000006,2.0,1.5866682060724157e-05
Everydaysource,3,47,,3.3,3.4,17.0,1.5866682060724157e-05
loiog,3,47,,3.4,3.1999999999999997,16.0,1.5866682060724157e-05
FLOKYU,10,46,23.49,4.4,4.37,3.5,1.552909308070875e-05
Konohan,9,46,40.49,4.2,4.144444444444444,4.0,1.552909308070875e-05
1 BY ONE,8,46,,3.05,2.4875,1.0,1.552909308070875e-05
AICase,7,46,18.99,3.5,3.6,5.0,1.552909308070875e-05
aceyoon,7,46,,4.1,3.8714285714285714,5.0,1.552909308070875e-05
A4tech,5,46,13.495000000000001,3.9,3.94,2.0,1.552909308070875e-05
Betreasure,5,46,19.49,3.0,2.7,1.0,1.552909308070875e-05
Karnotech,5,46,,3.2,3.4,10.0,1.552909308070875e-05
omthing,5,46,14.99,3.7,3.5799999999999996,5.0,1.552909308070875e-05
AKZ CN COM,4,46,15.989999999999998,4.05,4.05,8.0,1.552909308070875e-05
GLCON,4,46,,3.9,4.075,12.5,1.552909308070875e-05
NPET,4,46,,4.15,4.2,6.5,1.552909308070875e-05
LEWOER,3,46,,4.1,4.066666666666666,13.0,1.552909308070875e-05
URGE Basics,3,46,19.99,3.2,3.1666666666666665,17.0,1.552909308070875e-05
OrionGadgets,24,45,,2.9,2.6041666666666665,1.0,1.519150410069334e-05
Mekomy,16,45,,4.25,4.13125,2.0,1.519150410069334e-05
MOKI,15,45,28.705,2.9,3.06,2.0,1.519150410069334e-05
SGNics,10,45,23.95,4.05,4.04,3.0,1.519150410069334e-05
Spider,7,45,19.99,4.1,4.042857142857143,5.0,1.519150410069334e-05
DCMEKA,6,45,23.49,4.05,3.516666666666666,6.5,1.519150410069334e-05
Fanny Wang,6,45,,3.75,3.733333333333333,6.0,1.519150410069334e-05
Bulktech,4,45,9.49,3.7,3.725,11.0,1.519150410069334e-05
LINNER,4,45,,3.55,3.4,9.5,1.519150410069334e-05
CTA Digital,3,45,,3.3,3.3666666666666667,7.0,1.519150410069334e-05
Max Caser,3,45,,3.5,3.5,5.0,1.519150410069334e-05
THE FRAGRANT ZITHER,16,44,79.0,4.4,4.28125,2.0,1.4853915120677932e-05
ivoros,8,44,16.99,3.75,3.7875,4.0,1.4853915120677932e-05
Kygo Life,7,44,159.0,3.9,3.9857142857142853,6.0,1.4853915120677932e-05
Sleep Headphones,7,44,19.97,4.5,4.4714285714285715,4.0,1.4853915120677932e-05
Bass,5,44,,3.6,3.6,10.0,1.4853915120677932e-05
HokoAcc,5,44,,3.2,3.08,4.0,1.4853915120677932e-05
Senhomtog,4,44,,3.4000000000000004,3.4000000000000004,2.0,1.4853915120677932e-05
Sound ID,4,44,,2.95,3.125,8.5,1.4853915120677932e-05
ANDREA,3,44,29.99,3.7,4.133333333333334,17.0,1.4853915120677932e-05
EMPERSTAR,3,44,39.0,3.7,3.866666666666667,7.0,1.4853915120677932e-05
Eonfine,3,44,,3.2,3.0666666666666664,9.0,1.4853915120677932e-05
Fanxieast,3,44,,4.3,4.2,17.0,1.4853915120677932e-05
GEMAN,3,44,999.99,4.1,4.166666666666667,3.0,1.4853915120677932e-05
Audiology,23,43,10.75,3.0,2.856521739130435,1.0,1.4516326140662524e-05
T-Mobile,13,43,,4.0,3.853846153846154,3.0,1.4516326140662524e-05
BlueTrek,11,43,37.46,3.6,3.790909090909091,2.0,1.4516326140662524e-05
dreamGEAR,10,43,19.165,3.45,3.3800000000000003,2.0,1.4516326140662524e-05
Macally,8,43,9.99,3.1,3.0875,4.5,1.4516326140662524e-05
Dynex,7,43,0.01,3.6,3.442857142857143,2.0,1.4516326140662524e-05
Lymoc,6,43,26.99,3.5999999999999996,3.6666666666666665,4.5,1.4516326140662524e-05
Paradigm,6,43,9.99,3.7,3.75,5.0,1.4516326140662524e-05
SeedAudio,6,43,,3.4,3.516666666666667,3.0,1.4516326140662524e-05
Kuggini,5,43,49.99,3.4,3.7,4.0,1.4516326140662524e-05
Zoom,5,43,,4.1,4.279999999999999,6.0,1.4516326140662524e-05
Fellowes,4,43,,2.8,2.55,4.5,1.4516326140662524e-05
GEEKTOP,4,43,,4.4,4.225,11.5,1.4516326140662524e-05
Serene Innovations,4,43,23.950000000000003,4.300000000000001,4.375,7.0,1.4516326140662524e-05
Carego,3,43,21.485,4.3,4.333333333333333,11.0,1.4516326140662524e-05
SZBPHS,3,43,35.45,4.3,4.266666666666667,20.0,1.4516326140662524e-05
DURAGADGET,18,42,,4.0,4.055555555555555,1.0,1.4178737160647118e-05
Hiteblaz,10,42,16.99,3.65,3.65,3.0,1.4178737160647118e-05
Ceppekyy,9,42,,3.5,3.6333333333333337,4.0,1.4178737160647118e-05
JIATU,9,42,8.99,3.2,3.0999999999999996,3.0,1.4178737160647118e-05
USTEK,7,42,,3.1,3.242857142857143,2.0,1.4178737160647118e-05
okun,7,42,,3.7,3.9857142857142853,7.0,1.4178737160647118e-05
Hypercel,6,42,,2.25,2.433333333333333,2.5,1.4178737160647118e-05
Nickelodeon,6,42,,3.55,3.316666666666667,4.5,1.4178737160647118e-05
Teac,6,42,,3.8,3.8666666666666667,3.5,1.4178737160647118e-05
BassBuds,5,42,,3.3,3.2,8.0,1.4178737160647118e-05
Aquapac,4,42,49.99,3.0,3.0,3.0,1.4178737160647118e-05
KidMoments,4,42,,4.3,4.3,9.0,1.4178737160647118e-05
Ezona,3,42,22.99,4.4,4.3999999999999995,3.0,1.4178737160647118e-05
FOXIN,3,42,,3.2,3.3000000000000003,13.0,1.4178737160647118e-05
Soosooly,3,42,17.99,4.0,4.066666666666666,9.0,1.4178737160647118e-05
SNHDIGITAL,25,41,14.99,3.4,3.4760000000000004,1.0,1.384114818063171e-05
通用,12,41,39.49,3.85,3.85,3.0,1.384114818063171e-05
MySoftCover,8,41,,3.8,3.9375,3.5,1.384114818063171e-05
JAKPAK,7,41,13.99,3.6,3.7857142857142856,1.0,1.384114818063171e-05
STUDIO NOD,7,41,,3.7,3.942857142857143,4.0,1.384114818063171e-05
Wireless Express,6,41,14.95,3.85,3.8833333333333333,3.0,1.384114818063171e-05
Uensslin,5,41,,3.7,3.4799999999999995,3.0,1.384114818063171e-05
MONKPEAR,4,41,16.98,3.7,3.65,8.5,1.384114818063171e-05
findTop,4,41,10.99,4.05,4.025,7.0,1.384114818063171e-05
EHEK,3,41,,3.1,3.1999999999999997,14.0,1.384114818063171e-05
EarBombz,3,41,,3.0,2.966666666666667,16.0,1.384114818063171e-05
pottnar,14,40,,4.1,4.085714285714285,2.0,1.3503559200616303e-05
REPEDO,12,40,,3.4,3.4499999999999997,2.0,1.3503559200616303e-05
Technical Pro,12,40,14.97,3.65,3.516666666666667,2.5,1.3503559200616303e-05
Frends,8,40,,3.55,3.7125,3.5,1.3503559200616303e-05
Lobers,7,40,,3.2,3.3000000000000003,1.0,1.3503559200616303e-05
DREATI,6,40,12.99,4.4,4.166666666666667,4.5,1.3503559200616303e-05
JOWAY,6,40,,3.55,3.4,6.0,1.3503559200616303e-05
Comdio,5,40,,3.3,3.2600000000000002,2.0,1.3503559200616303e-05
FUNTTZ,4,40,,3.55,3.475,9.0,1.3503559200616303e-05
Letshock,4,40,,4.2,4.2,6.5,1.3503559200616303e-05
SZYCD,4,40,25.99,3.25,3.2,1.5,1.3503559200616303e-05
abingo,4,40,,4.1,3.9499999999999997,8.5,1.3503559200616303e-05
alla,4,40,,3.5,3.425,9.0,1.3503559200616303e-05
EVO6,3,40,,3.9,3.466666666666667,8.0,1.3503559200616303e-05
KINGWorld,3,40,,3.3,3.3333333333333335,3.0,1.3503559200616303e-05
Minyaya,3,40,26.99,3.7,3.6333333333333333,13.0,1.3503559200616303e-05
